,ano,estado,name,total
3273,2015,PA,ANA VITÓRIA,26
3274,2015,PA,MARIA ISIS,24
3275,2015,PA,ANNA CLARA,22
3276,2015,PA,PEDRO LUCAS,22
3277,2015,PA,MARIA ALICE,22
3278,2015,PA,ANA SOPHIA,21
3279,2015,PA,ANA LAURA,20
3280,2015,PA,MARIA JÚLIA,19
3281,2015,PA,CARLOS DANIEL,19
3282,2015,PA,JOÃO PAULO,18
3283,2015,PA,JOSÉ HENRIQUE,18
3284,2015,PA,MARIA SOPHIA,18
3285,2015,PA,LARA SOPHIA,18
3286,2015,PA,ANA SOFIA,17
3287,2015,PA,LUIZ HENRIQUE,17
3288,2015,PA,EMILLY VITÓRIA,16
3289,2015,PA,MARIA JULIA,16
3290,2015,PA,MARIA VALENTINA,15
3291,2015,PA,ANA JÚLIA,15
3292,2015,PA,DAVI LUIS,15
3293,2015,PA,ANA JULIA,15
3294,2015,PA,LUIS FERNANDO,15
3295,2015,PA,MARCOS VINICIUS,14
3296,2015,PA,LUIZ GUSTAVO,14
3297,2015,PA,VICTOR GABRIEL,14
3298,2015,PA,ANNA BEATRIZ,13
3299,2015,PA,JOSÉ PEDRO,13
3300,2016,PA,JOÃO MIGUEL,183
3301,2016,PA,MARIA EDUARDA,159
3302,2016,PA,PEDRO HENRIQUE,126
3303,2016,PA,ENZO GABRIEL,121
3304,2016,PA,MARIA CLARA,112
3305,2016,PA,ANA CLARA,110
3306,2016,PA,JOÃO LUCAS,96
3307,2016,PA,DAVI LUCAS,86
3308,2016,PA,ANA BEATRIZ,79
3309,2016,PA,JOÃO PEDRO,76
3310,2016,PA,CARLOS EDUARDO,69
3311,2016,PA,ANA VITÓRIA,57
3312,2016,PA,MARIA JÚLIA,54
3313,2016,PA,MARIA VITÓRIA,46
3314,2016,PA,ARTHUR GABRIEL,46
3315,2016,PA,MARIA LUIZA,45
3316,2016,PA,LUCAS GABRIEL,43
3317,2016,PA,JOÃO GUILHERME,40
3318,2016,PA,ANA SOPHIA,39
3319,2016,PA,CARLOS HENRIQUE,37
3320,2016,PA,MARIA LUÍZA,34
3321,2016,PA,MARIA CECÍLIA,33
3322,2016,PA,MARIA SOPHIA,33
3323,2016,PA,ANA LUIZA,32
3324,2016,PA,ARTHUR MIGUEL,32
3325,2016,PA,JOÃO VICTOR,32
3326,2016,PA,MARIA FERNANDA,32
3327,2016,PA,MARIA VALENTINA,31
3328,2016,PA,JOÃO GABRIEL,31
3329,2016,PA,VICTOR GABRIEL,30
3330,2016,PA,ANA JULIA,30
3331,2016,PA,MARIA ALICE,29
3332,2016,PA,JOÃO VITOR,29
3333,2016,PA,PAULO HENRIQUE,29
3334,2016,PA,ANA ALICE,29
3335,2016,PA,DAVI LUIZ,28
3336,2016,PA,CARLOS DANIEL,28
3337,2016,PA,LARA SOPHIA,26
3338,2016,PA,LUIZ FELIPE,25
3339,2016,PA,MARIA JULIA,24
3340,2016,PA,MARIA HELOISA,24
3341,2016,PA,ANA LAURA,23
3342,2016,PA,ANA SOFIA,23
3343,2016,PA,LUIZ FERNANDO,22
3344,2016,PA,JOSÉ MIGUEL,22
3345,2016,PA,VICTOR HUGO,21
3346,2016,PA,MARIA SOFIA,21
3347,2016,PA,GUSTAVO HENRIQUE,21
3348,2016,PA,JOSÉ PEDRO,20
3349,2016,PA,ANA LUÍZA,20
3350,2017,PA,MARIA EDUARDA,240
3351,2017,PA,ENZO GABRIEL,211
3352,2017,PA,JOÃO MIGUEL,206
3353,2017,PA,PEDRO HENRIQUE,172
3354,2017,PA,MARIA CLARA,140
3355,2017,PA,ANA CLARA,135
3356,2017,PA,JOÃO PEDRO,122
3357,2017,PA,MARIA LUIZA,106
3358,2017,PA,ANA BEATRIZ,105
3359,2017,PA,JOÃO LUCAS,104
3360,2017,PA,JOÃO GUILHERME,99
3361,2017,PA,MARIA JÚLIA,88
3362,2017,PA,MARIA ALICE,86
3363,2017,PA,ANA VITÓRIA,82
3364,2017,PA,MARIA CECÍLIA,75
3365,2017,PA,JOÃO GABRIEL,74
3366,2017,PA,ANA SOPHIA,74
3367,2017,PA,ANA LUIZA,73
3368,2017,PA,MARIA VALENTINA,71
3369,2017,PA,CARLOS EDUARDO,69
3370,2017,PA,ANA LAURA,67
3371,2017,PA,LUCAS GABRIEL,66
3372,2017,PA,ARTHUR GABRIEL,65
3373,2017,PA,MARIA VITÓRIA,63
3374,2017,PA,DAVI LUCAS,59
3375,2017,PA,MARIA FERNANDA,55
3376,2017,PA,MARIA HELENA,49
3377,2017,PA,MARIA SOPHIA,48
3378,2017,PA,JOÃO VITOR,48
3379,2017,PA,JOÃO VICTOR,44
3380,2017,PA,MARIA FLOR,41
3381,2017,PA,DAVI LUIZ,40
3382,2017,PA,ARTHUR MIGUEL,40
3383,2017,PA,LUIZ HENRIQUE,37
3384,2017,PA,LUIZ MIGUEL,37
3385,2017,PA,PEDRO LUCAS,35
3386,2017,PA,ANA ALICE,35
3387,2017,PA,JOÃO FELIPE,35
3388,2017,PA,MARIA LUÍZA,32
3389,2017,PA,MARIA HELOISA,32
3390,2017,PA,EMILLY VITÓRIA,31
3391,2017,PA,ANA SOFIA,31
3392,2017,PA,DAVI LUCCA,30
3393,2017,PA,JOSÉ MIGUEL,30
3394,2017,PA,PAULO HENRIQUE,30
3395,2017,PA,AGATHA SOPHIA,29
3396,2017,PA,LARA SOPHIA,29
3397,2017,PA,ANA JÚLIA,28
3398,2017,PA,MARIA LAURA,28
3399,2017,PA,ANA LUÍZA,28
3400,2018,PA,JOÃO MIGUEL,652
3401,2018,PA,ENZO GABRIEL,643
3402,2018,PA,MARIA EDUARDA,576
3403,2018,PA,ANA CLARA,490
3404,2018,PA,MARIA CLARA,465
3405,2018,PA,PEDRO HENRIQUE,386
3406,2018,PA,MARIA VITÓRIA,299
3407,2018,PA,ANA BEATRIZ,287
3408,2018,PA,JOÃO GUILHERME,284
3409,2018,PA,JOÃO PEDRO,283
3410,2018,PA,JOÃO LUCAS,282
3411,2018,PA,MARIA CECÍLIA,268
3412,2018,PA,DAVI LUCAS,263
3413,2018,PA,MARIA ALICE,253
3414,2018,PA,ANA LAURA,244
3415,2018,PA,MARIA LUIZA,239
3416,2018,PA,MARIA JÚLIA,229
3417,2018,PA,ANA VITÓRIA,220
3418,2018,PA,ARTHUR GABRIEL,214
3419,2018,PA,MARIA VALENTINA,199
3420,2018,PA,ANA LUIZA,197
3421,2018,PA,JOÃO GABRIEL,182
3422,2018,PA,MARIA FERNANDA,177
3423,2018,PA,CARLOS EDUARDO,171
3424,2018,PA,MARIA HELENA,168
3425,2018,PA,LUCAS GABRIEL,149
3426,2018,PA,MARIA CECILIA,133
3427,2018,PA,JOÃO VITOR,125
3428,2018,PA,ANA JÚLIA,118
3429,2018,PA,ARTHUR MIGUEL,117
3430,2018,PA,DAVI LUIZ,114
3431,2018,PA,ANA SOPHIA,113
3432,2018,PA,JOÃO VICTOR,104
3433,2018,PA,MARIA JULIA,103
3434,2018,PA,ANA ALICE,103
3435,2018,PA,LUIZ MIGUEL,99
3436,2018,PA,MARIA HELOISA,93
3437,2018,PA,PEDRO LUCAS,91
3438,2018,PA,DAVI LUCCA,91
3439,2018,PA,HEITOR GABRIEL,91
3440,2018,PA,LUIZ HENRIQUE,88
3441,2018,PA,MARIA VITORIA,86
3442,2018,PA,PAULO HENRIQUE,84
3443,2018,PA,ANNA CLARA,84
3444,2018,PA,MARIA SOPHIA,83
3445,2018,PA,CARLOS DANIEL,82
3446,2018,PA,MARIA LAURA,76
3447,2018,PA,LUIZ FELIPE,75
3448,2018,PA,AGATHA SOPHIA,73
3449,2018,PA,JOÃO PAULO,73
3450,2019,PA,ENZO GABRIEL,171
3451,2019,PA,JOAO MIGUEL,154
3452,2019,PA,MARIA EDUARDA,118
3453,2019,PA,ANA CLARA,89
3454,2019,PA,PEDRO HENRIQUE,85
3455,2019,PA,MARIA CECILIA,84
3456,2019,PA,JOAO LUCAS,67
3457,2019,PA,JOAO GUILHERME,63
3458,2019,PA,MARIA CLARA,61
3459,2019,PA,ANA LAURA,61
3460,2019,PA,MARIA LUIZA,59
3461,2019,PA,MARIA ALICE,58
3462,2019,PA,JOAO PEDRO,57
3463,2019,PA,MARIA JULIA,57
3464,2019,PA,MARIA VITORIA,55
3465,2019,PA,ANA BEATRIZ,54
3466,2019,PA,ANA VITORIA,53
3467,2019,PA,DAVI LUCAS,46
3468,2019,PA,ANA LUIZA,45
3469,2019,PA,MARIA VALENTINA,40
3470,2019,PA,MARIA HELOISA,32
3471,2019,PA,JOAO GABRIEL,29
3472,2019,PA,MARIA HELENA,28
3473,2019,PA,ARTHUR MIGUEL,27
3474,2019,PA,ARTHUR GABRIEL,25
3475,2019,PA,CARLOS EDUARDO,25
3476,2019,PA,JOAO VICTOR,25
3477,2019,PA,ANA JULIA,24
3478,2019,PA,ANA CECILIA,23
3479,2019,PA,DAVI LUCCA,19
3480,2019,PA,EMILLY VITORIA,18
3481,2019,PA,CARLOS HENRIQUE,17
3482,2019,PA,LUCAS GABRIEL,17
3483,2019,PA,ANA LUISA,17
3484,2019,PA,MARIA ISIS,16
3485,2019,PA,PEDRO LUCAS,16
3486,2019,PA,ANA SOFIA,15
3487,2019,PA,HEITOR GABRIEL,15
3488,2019,PA,MARIA FERNANDA,14
3489,2019,PA,JOSE HENRIQUE,14
3490,2019,PA,JOAO PAULO,14
3491,2019,PA,LUIZ FELIPE,14
3492,2019,PA,ANNA CLARA,14
3493,2019,PA,MIGUEL DA,13
3494,2019,PA,ANA ALICE,13
3495,2019,PA,MARIA LUISA,13
3496,2019,PA,ANA SOPHIA,13
3497,2019,PA,JOAO VITOR,13
3498,2019,PA,LUIZ HENRIQUE,13
3499,2019,PA,ANA LIVIA,12
3500,2015,PB,JOÃO LUCAS,319
3501,2015,PB,MARIA CLARA,295
3502,2015,PB,JOÃO MIGUEL,246
3503,2015,PB,MARIA EDUARDA,231
3504,2015,PB,MARIA VITÓRIA,206
3505,2015,PB,PEDRO HENRIQUE,192
3506,2015,PB,JOÃO PEDRO,179
3507,2015,PB,MARIA ALICE,173
3508,2015,PB,DAVI LUCAS,158
3509,2015,PB,ANA BEATRIZ,152
3510,2015,PB,MARIA CECÍLIA,148
3511,2015,PB,ANA JÚLIA,138
3512,2015,PB,MARIA JÚLIA,123
3513,2015,PB,ANA CLARA,122
3514,2015,PB,ENZO GABRIEL,104
3515,2015,PB,MARIA SOPHIA,101
3516,2015,PB,MARIA LUIZA,88
3517,2015,PB,PEDRO LUCAS,79
3518,2015,PB,JOÃO GABRIEL,71
3519,2015,PB,LUCAS GABRIEL,71
3520,2015,PB,JOSÉ MIGUEL,70
3521,2015,PB,ANA VITÓRIA,67
3522,2015,PB,DAVI LUIZ,66
3523,2015,PB,JOÃO VICTOR,66
3524,2015,PB,MARIA LAURA,64
3525,2015,PB,MARIA SOFIA,61
3526,2015,PB,MARIA FERNANDA,60
3527,2015,PB,JOSÉ PEDRO,56
3528,2015,PB,ANA LAURA,55
3529,2015,PB,CARLOS EDUARDO,55
3530,2015,PB,MARIA HELENA,54
3531,2015,PB,ANA LÍVIA,52
3532,2015,PB,ANA LUIZA,51
3533,2015,PB,LUIZ MIGUEL,50
3534,2015,PB,ANA CECÍLIA,49
3535,2015,PB,PEDRO MIGUEL,47
3536,2015,PB,MARIA BEATRIZ,45
3537,2015,PB,ANA SOPHIA,44
3538,2015,PB,JOSÉ ARTHUR,43
3539,2015,PB,EMILLY VITÓRIA,42
3540,2015,PB,MARIA CECILIA,40
3541,2015,PB,JOSÉ HENRIQUE,40
3542,2015,PB,ANA JULIA,39
3543,2015,PB,ARTHUR GABRIEL,38
3544,2015,PB,MARIA HELOISA,38
3545,2015,PB,JOSÉ GABRIEL,36
3546,2015,PB,LUIZ HENRIQUE,36
3547,2015,PB,LUIZ GUSTAVO,35
3548,2015,PB,CARLOS HENRIQUE,35
3549,2015,PB,MARIA ISIS,35
3550,2016,PB,JOÃO MIGUEL,453
3551,2016,PB,MARIA CLARA,271
3552,2016,PB,MARIA ALICE,214
3553,2016,PB,PEDRO HENRIQUE,204
3554,2016,PB,JOÃO LUCAS,201
3555,2016,PB,MARIA VITÓRIA,200
3556,2016,PB,ENZO GABRIEL,198
3557,2016,PB,MARIA JÚLIA,181
3558,2016,PB,JOÃO PEDRO,175
3559,2016,PB,MARIA EDUARDA,173
3560,2016,PB,JOSÉ MIGUEL,160
3561,2016,PB,MARIA CECÍLIA,155
3562,2016,PB,MARIA SOPHIA,147
3563,2016,PB,ANA JÚLIA,144
3564,2016,PB,ANA BEATRIZ,140
3565,2016,PB,DAVI LUCAS,133
3566,2016,PB,MARIA LUIZA,113
3567,2016,PB,JOÃO GABRIEL,101
3568,2016,PB,ANA CLARA,97
3569,2016,PB,LUCAS GABRIEL,87
3570,2016,PB,PEDRO LUCAS,87
3571,2016,PB,JOÃO GUILHERME,87
3572,2016,PB,MARIA SOFIA,84
3573,2016,PB,ANA SOPHIA,73
3574,2016,PB,MARIA VALENTINA,72
3575,2016,PB,MARIA HELENA,69
3576,2016,PB,ARTHUR GABRIEL,58
3577,2016,PB,JOÃO VICTOR,56
3578,2016,PB,MARIA LAURA,55
3579,2016,PB,ANA CECÍLIA,54
3580,2016,PB,ANA LÍVIA,54
3581,2016,PB,MARIA FERNANDA,53
3582,2016,PB,LUIZ MIGUEL,52
3583,2016,PB,JOSÉ ARTHUR,51
3584,2016,PB,ANA VITÓRIA,50
3585,2016,PB,PEDRO MIGUEL,49
3586,2016,PB,MARIA CECILIA,49
3587,2016,PB,MARIA HELOISA,43
3588,2016,PB,DAVI LUIZ,43
3589,2016,PB,ANA LAURA,42
3590,2016,PB,ANA SOFIA,41
3591,2016,PB,MARIA BEATRIZ,40
3592,2016,PB,CARLOS EDUARDO,40
3593,2016,PB,DAVI MIGUEL,39
3594,2016,PB,MARIA HELOÍSA,39
3595,2016,PB,ANA LUIZA,38
3596,2016,PB,JOSÉ GABRIEL,38
3597,2016,PB,JOSÉ PEDRO,37
3598,2016,PB,LARA SOPHIA,37
3599,2016,PB,JOSÉ HENRIQUE,37
3600,2017,PB,JOÃO MIGUEL,399
3601,2017,PB,ENZO GABRIEL,307
3602,2017,PB,MARIA ALICE,263
3603,2017,PB,MARIA CLARA,254
3604,2017,PB,MARIA CECÍLIA,220
3605,2017,PB,PEDRO HENRIQUE,210
3606,2017,PB,MARIA JÚLIA,204
3607,2017,PB,MARIA VITÓRIA,202
3608,2017,PB,MARIA EDUARDA,189
3609,2017,PB,JOÃO LUCAS,175
3610,2017,PB,ANA JÚLIA,163
3611,2017,PB,JOÃO GUILHERME,154
3612,2017,PB,JOÃO PEDRO,145
3613,2017,PB,ANA BEATRIZ,142
3614,2017,PB,MARIA LUIZA,134
3615,2017,PB,DAVI LUCAS,126
3616,2017,PB,MARIA SOPHIA,116
3617,2017,PB,JOSÉ MIGUEL,108
3618,2017,PB,LUCAS GABRIEL,99
3619,2017,PB,JOÃO GABRIEL,98
3620,2017,PB,MARIA HELENA,97
3621,2017,PB,MARIA LAURA,88
3622,2017,PB,ANA CLARA,80
3623,2017,PB,MARIA VALENTINA,80
3624,2017,PB,ANA LAURA,78
3625,2017,PB,PEDRO LUCAS,67
3626,2017,PB,ANA CECÍLIA,64
3627,2017,PB,ARTHUR MIGUEL,62
3628,2017,PB,ANA LÍVIA,60
3629,2017,PB,ANA VITÓRIA,58
3630,2017,PB,ARTHUR GABRIEL,58
3631,2017,PB,ANA SOPHIA,58
3632,2017,PB,JOSÉ ARTHUR,57
3633,2017,PB,LUIZ MIGUEL,56
3634,2017,PB,DAVI LUIZ,55
3635,2017,PB,MARIA SOFIA,53
3636,2017,PB,MARIA CECILIA,52
3637,2017,PB,ANA LUIZA,52
3638,2017,PB,JOSÉ HENRIQUE,51
3639,2017,PB,MARIA BEATRIZ,49
3640,2017,PB,JOÃO VICTOR,49
3641,2017,PB,ANA SOFIA,48
3642,2017,PB,MARIA FERNANDA,48
3643,2017,PB,MARIA HELOÍSA,47
3644,2017,PB,LUIZ HENRIQUE,47
3645,2017,PB,MARIA HELOISA,45
3646,2017,PB,JOSÉ GABRIEL,42
3647,2017,PB,EMILLY VITÓRIA,42
3648,2017,PB,MARIA ISABELLA,42
3649,2017,PB,ANTHONY GABRIEL,41
3650,2018,PB,JOÃO MIGUEL,480
3651,2018,PB,ENZO GABRIEL,412
3652,2018,PB,MARIA ALICE,396
3653,2018,PB,MARIA CLARA,377
3654,2018,PB,MARIA CECÍLIA,351
3655,2018,PB,MARIA VITÓRIA,297
3656,2018,PB,PEDRO HENRIQUE,271
3657,2018,PB,MARIA JÚLIA,267
3658,2018,PB,MARIA EDUARDA,233
3659,2018,PB,JOÃO PEDRO,221
3660,2018,PB,MARIA HELENA,219
3661,2018,PB,ANA JÚLIA,218
3662,2018,PB,JOÃO LUCAS,214
3663,2018,PB,JOÃO GUILHERME,192
3664,2018,PB,DAVI LUCAS,184
3665,2018,PB,MARIA VALENTINA,175
3666,2018,PB,ANA CLARA,167
3667,2018,PB,MARIA LUIZA,164
3668,2018,PB,ANA BEATRIZ,161
3669,2018,PB,JOSÉ MIGUEL,149
3670,2018,PB,LUCAS GABRIEL,141
3671,2018,PB,MARIA LAURA,139
3672,2018,PB,ANA LAURA,137
3673,2018,PB,MARIA SOPHIA,135
3674,2018,PB,JOÃO GABRIEL,134
3675,2018,PB,JOSÉ ARTHUR,102
3676,2018,PB,ARTHUR GABRIEL,98
3677,2018,PB,MARIA CECILIA,97
3678,2018,PB,MARIA FERNANDA,96
3679,2018,PB,ANA CECÍLIA,92
3680,2018,PB,PEDRO LUCAS,88
3681,2018,PB,ANA LUIZA,82
3682,2018,PB,ANA VITÓRIA,81
3683,2018,PB,LUIZ MIGUEL,81
3684,2018,PB,ANA SOPHIA,80
3685,2018,PB,MARIA HELOÍSA,80
3686,2018,PB,ARTHUR MIGUEL,79
3687,2018,PB,ANA LÍVIA,77
3688,2018,PB,JOÃO VICTOR,74
3689,2018,PB,ANTHONY GABRIEL,67
3690,2018,PB,MARIA SOFIA,66
3691,2018,PB,MARIA LUÍSA,63
3692,2018,PB,PEDRO MIGUEL,63
3693,2018,PB,MARIA HELOISA,63
3694,2018,PB,LUIZ HENRIQUE,63
3695,2018,PB,MARIA ELOÁ,62
3696,2018,PB,DAVI LUIZ,62
3697,2018,PB,JOSÉ HEITOR,61
3698,2018,PB,HEITOR GABRIEL,60
3699,2018,PB,JOSÉ GABRIEL,60
3700,2019,PB,MARIA CECILIA,125
3701,2019,PB,ENZO GABRIEL,119
3702,2019,PB,MARIA ALICE,102
3703,2019,PB,JOAO MIGUEL,101
3704,2019,PB,MARIA CLARA,79
3705,2019,PB,MARIA VITORIA,71
3706,2019,PB,PEDRO HENRIQUE,68
3707,2019,PB,ANA JULIA,68
3708,2019,PB,MARIA HELENA,67
3709,2019,PB,MARIA JULIA,63
3710,2019,PB,MARIA EDUARDA,48
3711,2019,PB,DAVI LUCAS,45
3712,2019,PB,MARIA LUIZA,44
3713,2019,PB,JOAO PEDRO,43
3714,2019,PB,JOAO LUCAS,43
3715,2019,PB,MARIA VALENTINA,42
3716,2019,PB,JOAO GABRIEL,41
3717,2019,PB,LUCAS GABRIEL,39
3718,2019,PB,JOAO GUILHERME,37
3719,2019,PB,MARIA LUISA,35
3720,2019,PB,MARIA LAURA,35
3721,2019,PB,ANA CLARA,34
3722,2019,PB,MARIA HELOISA,33
3723,2019,PB,ARTHUR GABRIEL,32
3724,2019,PB,ANA LAURA,30
3725,2019,PB,ARTHUR MIGUEL,30
3726,2019,PB,DAVI MIGUEL,25
3727,2019,PB,ANA LIVIA,25
3728,2019,PB,JOSE MIGUEL,24
3729,2019,PB,ANA BEATRIZ,24
3730,2019,PB,ANA VITORIA,23
3731,2019,PB,MARIA SOPHIA,23
3732,2019,PB,ANA CECILIA,21
3733,2019,PB,MARIA ELOA,21
3734,2019,PB,MARIA FERNANDA,20
3735,2019,PB,JOSE GABRIEL,20
3736,2019,PB,LUIZ HENRIQUE,19
3737,2019,PB,ANA LUIZA,19
3738,2019,PB,DAVI LUIZ,18
3739,2019,PB,JOSE ARTHUR,18
3740,2019,PB,DAVI LUCCA,18
3741,2019,PB,MARIA SOFIA,16
3742,2019,PB,MARIA ISIS,15
3743,2019,PB,JOSE HENRIQUE,15
3744,2019,PB,PEDRO LUCAS,14
3745,2019,PB,MARIA ISADORA,14
3746,2019,PB,MIGUEL DE,13
3747,2019,PB,LUIZ MIGUEL,12
3748,2019,PB,MARIA LORENA,12
3749,2019,PB,EMILLY VITORIA,12
3750,2015,PR,PEDRO HENRIQUE,1449
3751,2015,PR,MARIA EDUARDA,1364
3752,2015,PR,MARIA CLARA,1298
3753,2015,PR,JOÃO LUCAS,1143
3754,2015,PR,JOÃO PEDRO,942
3755,2015,PR,ANA CLARA,797
3756,2015,PR,JOÃO MIGUEL,784
3757,2015,PR,ENZO GABRIEL,729
3758,2015,PR,ANA JULIA,723
3759,2015,PR,MARIA LUIZA,642
3760,2015,PR,DAVI LUCAS,638
3761,2015,PR,DAVI LUIZ,551
3762,2015,PR,MARIA VITÓRIA,535
3763,2015,PR,ANA LAURA,487
3764,2015,PR,ANA BEATRIZ,448
3765,2015,PR,JOÃO VITOR,405
3766,2015,PR,MARIA FERNANDA,400
3767,2015,PR,ANA LUIZA,362
3768,2015,PR,MATHEUS HENRIQUE,312
3769,2015,PR,GUSTAVO HENRIQUE,296
3770,2015,PR,DAVI MIGUEL,292
3771,2015,PR,JOÃO GABRIEL,289
3772,2015,PR,CARLOS EDUARDO,286
3773,2015,PR,LUCAS GABRIEL,277
3774,2015,PR,MARIA ALICE,276
3775,2015,PR,ANA JÚLIA,273
3776,2015,PR,DAVI LUCCA,259
3777,2015,PR,MARIA JULIA,255
3778,2015,PR,LUIZ MIGUEL,247
3779,2015,PR,LUIZ GUSTAVO,245
3780,2015,PR,GABRIEL HENRIQUE,243
3781,2015,PR,ARTHUR HENRIQUE,243
3782,2015,PR,DAVI HENRIQUE,227
3783,2015,PR,JOÃO VICTOR,226
3784,2015,PR,VICTOR HUGO,224
3785,2015,PR,MIGUEL HENRIQUE,219
3786,2015,PR,MARIA VITORIA,219
3787,2015,PR,LUIZ HENRIQUE,210
3788,2015,PR,MARIA VALENTINA,202
3789,2015,PR,MARIA HELENA,190
3790,2015,PR,ARTHUR MIGUEL,189
3791,2015,PR,ARTHUR GABRIEL,183
3792,2015,PR,PEDRO MIGUEL,181
3793,2015,PR,ANA VITÓRIA,168
3794,2015,PR,LUIZ FELIPE,165
3795,2015,PR,VITOR HUGO,165
3796,2015,PR,LAURA BEATRIZ,146
3797,2015,PR,YASMIN VITÓRIA,146
3798,2015,PR,EMANUELLY VITÓRIA,142
3799,2015,PR,VITOR GABRIEL,134
3800,2016,PR,PEDRO HENRIQUE,1259
3801,2016,PR,MARIA EDUARDA,1137
3802,2016,PR,JOÃO MIGUEL,1073
3803,2016,PR,MARIA CLARA,1060
3804,2016,PR,ENZO GABRIEL,978
3805,2016,PR,JOÃO PEDRO,777
3806,2016,PR,ANA CLARA,691
3807,2016,PR,MARIA LUIZA,616
3808,2016,PR,JOÃO LUCAS,598
3809,2016,PR,MARIA VITÓRIA,586
3810,2016,PR,ANA JULIA,517
3811,2016,PR,ANA LAURA,493
3812,2016,PR,DAVI LUCAS,467
3813,2016,PR,MARIA JULIA,383
3814,2016,PR,ANA BEATRIZ,349
3815,2016,PR,ANA JÚLIA,330
3816,2016,PR,DAVI LUIZ,328
3817,2016,PR,DAVI MIGUEL,326
3818,2016,PR,JOÃO VITOR,320
3819,2016,PR,MARIA HELENA,316
3820,2016,PR,MARIA FERNANDA,310
3821,2016,PR,ARTHUR HENRIQUE,309
3822,2016,PR,JOÃO GABRIEL,306
3823,2016,PR,ANA LUIZA,298
3824,2016,PR,LUIZ MIGUEL,282
3825,2016,PR,MARIA ALICE,278
3826,2016,PR,ARTHUR MIGUEL,275
3827,2016,PR,DAVI LUCCA,269
3828,2016,PR,LUCAS GABRIEL,266
3829,2016,PR,GUSTAVO HENRIQUE,259
3830,2016,PR,MATHEUS HENRIQUE,258
3831,2016,PR,MIGUEL HENRIQUE,252
3832,2016,PR,ARTHUR GABRIEL,252
3833,2016,PR,MARIA VALENTINA,244
3834,2016,PR,MARIA JÚLIA,225
3835,2016,PR,DAVI HENRIQUE,211
3836,2016,PR,CARLOS EDUARDO,196
3837,2016,PR,GABRIEL HENRIQUE,189
3838,2016,PR,LUIZ HENRIQUE,180
3839,2016,PR,VICTOR HUGO,175
3840,2016,PR,PEDRO MIGUEL,172
3841,2016,PR,LUIZ GUSTAVO,169
3842,2016,PR,JOÃO GUILHERME,166
3843,2016,PR,MARIA VITORIA,165
3844,2016,PR,JOÃO VICTOR,163
3845,2016,PR,YASMIN VITÓRIA,162
3846,2016,PR,ANTHONY GABRIEL,159
3847,2016,PR,VITOR HUGO,159
3848,2016,PR,ENZO MIGUEL,153
3849,2016,PR,EMANUELLY VITÓRIA,151
3850,2017,PR,PEDRO HENRIQUE,1138
3851,2017,PR,ENZO GABRIEL,1113
3852,2017,PR,MARIA EDUARDA,990
3853,2017,PR,JOÃO MIGUEL,977
3854,2017,PR,MARIA CLARA,834
3855,2017,PR,JOÃO PEDRO,686
3856,2017,PR,ANA CLARA,568
3857,2017,PR,MARIA LUIZA,531
3858,2017,PR,MARIA VITÓRIA,458
3859,2017,PR,ANA LAURA,451
3860,2017,PR,JOÃO LUCAS,442
3861,2017,PR,ANA JULIA,414
3862,2017,PR,MARIA ALICE,411
3863,2017,PR,ARTHUR MIGUEL,373
3864,2017,PR,DAVI MIGUEL,352
3865,2017,PR,DAVI LUCAS,346
3866,2017,PR,MARIA HELENA,327
3867,2017,PR,MARIA JULIA,325
3868,2017,PR,ARTHUR HENRIQUE,320
3869,2017,PR,DAVI LUCCA,319
3870,2017,PR,ANA LUIZA,309
3871,2017,PR,ANTHONY GABRIEL,301
3872,2017,PR,LUIZ MIGUEL,296
3873,2017,PR,MARIA FERNANDA,293
3874,2017,PR,MARIA VALENTINA,291
3875,2017,PR,ANA JÚLIA,289
3876,2017,PR,JOÃO GABRIEL,286
3877,2017,PR,ANA BEATRIZ,279
3878,2017,PR,MARIA JÚLIA,278
3879,2017,PR,MIGUEL HENRIQUE,272
3880,2017,PR,DAVI LUIZ,270
3881,2017,PR,ARTHUR GABRIEL,256
3882,2017,PR,JOÃO VITOR,248
3883,2017,PR,GUSTAVO HENRIQUE,240
3884,2017,PR,JOÃO GUILHERME,235
3885,2017,PR,MATHEUS HENRIQUE,229
3886,2017,PR,LUCAS GABRIEL,228
3887,2017,PR,GABRIEL HENRIQUE,202
3888,2017,PR,DAVI HENRIQUE,198
3889,2017,PR,LUIZ HENRIQUE,184
3890,2017,PR,ENZO MIGUEL,183
3891,2017,PR,MARIA CECÍLIA,166
3892,2017,PR,CARLOS EDUARDO,161
3893,2017,PR,PEDRO MIGUEL,159
3894,2017,PR,ANA LÍVIA,157
3895,2017,PR,MARIA VITORIA,151
3896,2017,PR,YASMIN VITÓRIA,150
3897,2017,PR,LUIZ FELIPE,147
3898,2017,PR,EMANUELLY VITÓRIA,143
3899,2017,PR,LÍVIA MARIA,141
3900,2018,PR,PEDRO HENRIQUE,1243
3901,2018,PR,ENZO GABRIEL,1207
3902,2018,PR,JOÃO MIGUEL,1029
3903,2018,PR,MARIA CLARA,1013
3904,2018,PR,MARIA EDUARDA,955
3905,2018,PR,JOÃO PEDRO,836
3906,2018,PR,ANA CLARA,787
3907,2018,PR,MARIA VITÓRIA,683
3908,2018,PR,MARIA LUIZA,618
3909,2018,PR,MARIA HELENA,575
3910,2018,PR,ANA LAURA,539
