,ano,estado,name,total
0,2015,AC,JOÃO MIGUEL,126
1,2015,AC,JOÃO LUCAS,111
2,2015,AC,ANA CLARA,96
3,2015,AC,MARIA EDUARDA,85
4,2015,AC,PEDRO HENRIQUE,81
5,2015,AC,MARIA CLARA,73
6,2015,AC,JOÃO PEDRO,64
7,2015,AC,ANA BEATRIZ,51
8,2015,AC,DAVI LUIZ,49
9,2015,AC,DAVI LUCAS,43
10,2015,AC,ENZO GABRIEL,41
11,2015,AC,ANA JÚLIA,40
12,2015,AC,MARIA VITÓRIA,37
13,2015,AC,CARLOS EDUARDO,32
14,2015,AC,ANA VITÓRIA,32
15,2015,AC,JOÃO GABRIEL,32
16,2015,AC,ANA SOPHIA,30
17,2015,AC,MARIA LUIZA,28
18,2015,AC,PEDRO LUCAS,27
19,2015,AC,LUIZ GUSTAVO,23
20,2015,AC,ANA JULIA,23
21,2015,AC,JOÃO VICTOR,23
22,2015,AC,VICTOR HUGO,22
23,2015,AC,MARIA FERNANDA,22
24,2015,AC,ANA SOFIA,22
25,2015,AC,ANA LUIZA,22
26,2015,AC,LUIZ HENRIQUE,22
27,2015,AC,ARTHUR MIGUEL,21
28,2015,AC,JOÃO GUILHERME,18
29,2015,AC,ANA PAULA,17
30,2015,AC,PEDRO MIGUEL,16
31,2015,AC,LUCAS GABRIEL,15
32,2015,AC,JOÃO VITOR,15
33,2015,AC,MARIA ALICE,15
34,2015,AC,LUIZ FELIPE,15
35,2015,AC,PAULO HENRIQUE,15
36,2015,AC,CARLOS DANIEL,15
37,2015,AC,MARIA VALENTINA,15
38,2015,AC,LUIZ MIGUEL,15
39,2015,AC,ANA ALICE,14
40,2015,AC,ANA LÍVIA,13
41,2015,AC,MARIA ISIS,13
42,2015,AC,LUIZ FERNANDO,13
43,2015,AC,PAULO VITOR,12
44,2015,AC,MARCOS VINICIUS,12
45,2015,AC,JOÃO PAULO,12
46,2015,AC,ANA LAURA,12
47,2015,AC,JOSÉ PEDRO,12
48,2015,AC,LUIZ GUILHERME,11
49,2015,AC,DAVI LUCCA,11
50,2016,AC,JOÃO MIGUEL,154
51,2016,AC,ENZO GABRIEL,76
52,2016,AC,PEDRO HENRIQUE,72
53,2016,AC,JOÃO LUCAS,48
54,2016,AC,ANA CLARA,47
55,2016,AC,ANA BEATRIZ,47
56,2016,AC,MARIA EDUARDA,46
57,2016,AC,JOÃO PEDRO,42
58,2016,AC,JOÃO GUILHERME,37
59,2016,AC,MARIA CLARA,37
60,2016,AC,ANA VITÓRIA,35
61,2016,AC,DAVI LUCAS,35
62,2016,AC,ANA JÚLIA,34
63,2016,AC,DAVI LUIZ,29
64,2016,AC,MARIA VITÓRIA,28
65,2016,AC,JOÃO GABRIEL,26
66,2016,AC,MARIA VALENTINA,26
67,2016,AC,CARLOS EDUARDO,25
68,2016,AC,ARTHUR MIGUEL,24
69,2016,AC,MARIA LUIZA,24
70,2016,AC,JOSÉ MIGUEL,23
71,2016,AC,ARTHUR GABRIEL,20
72,2016,AC,LUIZ MIGUEL,20
73,2016,AC,ANA SOPHIA,19
74,2016,AC,ANA JULIA,19
75,2016,AC,MARIA HELENA,18
76,2016,AC,PAULO HENRIQUE,17
77,2016,AC,PEDRO LUCAS,17
78,2016,AC,LUIZ FERNANDO,17
79,2016,AC,LUCAS GABRIEL,16
80,2016,AC,JOÃO VITOR,16
81,2016,AC,VICTOR HUGO,16
82,2016,AC,MARIA JÚLIA,15
83,2016,AC,MARIA SOPHIA,15
84,2016,AC,MARIA ALICE,14
85,2016,AC,ANA LÍVIA,14
86,2016,AC,JOÃO VICTOR,14
87,2016,AC,ANA PAULA,13
88,2016,AC,LUIZ HENRIQUE,13
89,2016,AC,JOÃO PAULO,12
90,2016,AC,ANA LUIZA,12
91,2016,AC,ANA SOFIA,12
92,2016,AC,MARIA SOFIA,11
93,2016,AC,ANA LAURA,11
94,2016,AC,LUIZ FELIPE,10
95,2016,AC,LUIZ GUSTAVO,10
96,2016,AC,JOSÉ ARTHUR,9
97,2016,AC,CARLOS DANIEL,9
98,2016,AC,DAVI MIGUEL,9
99,2016,AC,MARIA FERNANDA,9
100,2017,AC,JOÃO MIGUEL,139
101,2017,AC,ENZO GABRIEL,83
102,2017,AC,MARIA EDUARDA,59
103,2017,AC,PEDRO HENRIQUE,59
104,2017,AC,JOÃO GUILHERME,47
105,2017,AC,JOÃO LUCAS,43
106,2017,AC,MARIA VALENTINA,39
107,2017,AC,JOÃO PEDRO,37
108,2017,AC,ANA JÚLIA,36
109,2017,AC,MARIA CLARA,34
110,2017,AC,MARIA ALICE,33
111,2017,AC,ANA CLARA,32
112,2017,AC,MARIA LUIZA,29
113,2017,AC,ANA VITÓRIA,29
114,2017,AC,JOÃO GABRIEL,28
115,2017,AC,ARTHUR MIGUEL,27
116,2017,AC,ANA BEATRIZ,27
117,2017,AC,LUIZ MIGUEL,26
118,2017,AC,MARIA VITÓRIA,26
119,2017,AC,MARIA JÚLIA,25
120,2017,AC,ANA LUIZA,25
121,2017,AC,DAVI LUIZ,24
122,2017,AC,ANA SOPHIA,24
123,2017,AC,ARTHUR GABRIEL,24
124,2017,AC,DAVI LUCAS,23
125,2017,AC,JOSÉ MIGUEL,21
126,2017,AC,CARLOS EDUARDO,21
127,2017,AC,MARIA FERNANDA,20
128,2017,AC,LUIZ HENRIQUE,20
129,2017,AC,LUIZ FERNANDO,19
130,2017,AC,ANA JULIA,18
131,2017,AC,PEDRO LUCAS,18
132,2017,AC,LUIZ GUILHERME,18
133,2017,AC,MARIA SOPHIA,17
134,2017,AC,MARIA HELENA,16
135,2017,AC,ANA SOFIA,16
136,2017,AC,PEDRO MIGUEL,15
137,2017,AC,VICTOR HUGO,15
138,2017,AC,JOÃO VITOR,14
139,2017,AC,LUCAS GABRIEL,13
140,2017,AC,MARIA ISABEL,13
141,2017,AC,ARTHUR GAEL,13
142,2017,AC,ANA LAURA,13
143,2017,AC,JOSÉ FELIPE,12
144,2017,AC,PAULO HENRIQUE,12
145,2017,AC,LUIZ FELIPE,12
146,2017,AC,AGATHA SOPHIA,12
147,2017,AC,EMILLY VITÓRIA,12
148,2017,AC,MARIA LUÍZA,11
149,2017,AC,LUIZ GUSTAVO,11
150,2018,AC,JOÃO MIGUEL,152
151,2018,AC,ENZO GABRIEL,101
152,2018,AC,PEDRO HENRIQUE,79
153,2018,AC,ANA CLARA,71
154,2018,AC,JOÃO GUILHERME,69
155,2018,AC,MARIA EDUARDA,65
156,2018,AC,MARIA CLARA,55
157,2018,AC,JOÃO LUCAS,49
158,2018,AC,JOÃO PEDRO,47
159,2018,AC,ARTHUR GABRIEL,43
160,2018,AC,ARTHUR MIGUEL,41
161,2018,AC,ANA VITÓRIA,38
162,2018,AC,ANA BEATRIZ,36
163,2018,AC,ANA JÚLIA,35
164,2018,AC,MARIA VITÓRIA,33
165,2018,AC,JOÃO GABRIEL,32
166,2018,AC,MARIA VALENTINA,31
167,2018,AC,DAVI LUCAS,31
168,2018,AC,ANA LUIZA,30
169,2018,AC,DAVI LUIZ,28
170,2018,AC,LUIZ HENRIQUE,26
171,2018,AC,LUIZ MIGUEL,22
172,2018,AC,MARIA CECÍLIA,22
173,2018,AC,PEDRO LUCAS,22
174,2018,AC,ANA SOPHIA,21
175,2018,AC,JOSÉ MIGUEL,21
176,2018,AC,ANTHONY GABRIEL,19
177,2018,AC,ANA JULIA,19
178,2018,AC,ENZO MIGUEL,18
179,2018,AC,MARIA ALICE,17
180,2018,AC,LUCAS GABRIEL,17
181,2018,AC,MARIA JÚLIA,17
182,2018,AC,ANA LAURA,17
183,2018,AC,HEITOR GABRIEL,16
184,2018,AC,MARIA HELENA,15
185,2018,AC,LUIZ FERNANDO,15
186,2018,AC,VICTOR HUGO,14
187,2018,AC,MARIA FERNANDA,14
188,2018,AC,CARLOS EDUARDO,14
189,2018,AC,JOÃO VITOR,13
190,2018,AC,ANA ALICE,13
191,2018,AC,LUIZ GUILHERME,13
192,2018,AC,AYLA SOPHIA,13
193,2018,AC,MARIA SOPHIA,13
194,2018,AC,MARIA LUIZA,13
195,2018,AC,PAULO HENRIQUE,12
196,2018,AC,LORENZO GABRIEL,12
197,2018,AC,PEDRO MIGUEL,12
198,2018,AC,HEITOR MIGUEL,12
199,2018,AC,ARTHUR LORENZO,12
200,2019,AC,JOAO MIGUEL,54
201,2019,AC,ENZO GABRIEL,40
202,2019,AC,MARIA EDUARDA,23
203,2019,AC,ANA CLARA,21
204,2019,AC,PEDRO HENRIQUE,18
205,2019,AC,MARIA CLARA,17
206,2019,AC,JOAO GUILHERME,16
207,2019,AC,DAVI LUCAS,14
208,2019,AC,JOAO LUCAS,14
209,2019,AC,ARTHUR MIGUEL,13
210,2019,AC,MARIA ALICE,13
211,2019,AC,ANA VITORIA,12
212,2019,AC,JOAO PEDRO,12
213,2019,AC,ANA LUIZA,11
214,2019,AC,ARTHUR GABRIEL,10
215,2019,AC,MARIA CECILIA,9
216,2019,AC,MARIA VITORIA,9
217,2019,AC,ANA BEATRIZ,8
218,2019,AC,LUIZ GUSTAVO,8
219,2019,AC,DAVI LUIZ,8
220,2019,AC,MARIA HELENA,8
221,2019,AC,MARIA VALENTINA,8
222,2019,AC,MARIA HELOISA,7
223,2019,AC,LUIZ HENRIQUE,7
224,2019,AC,CARLOS EDUARDO,7
225,2019,AC,ANA LIS,7
226,2019,AC,JOAO VITOR,7
227,2019,AC,NICOLAS GABRIEL,6
228,2019,AC,ANA JULIA,6
229,2019,AC,LUIZ MIGUEL,5
230,2019,AC,ANA SOFIA,5
231,2019,AC,ANA LUISA,5
232,2019,AC,MARIA ISIS,5
233,2019,AC,ANA LAURA,5
234,2019,AC,JOSE ARTHUR,5
235,2019,AC,PEDRO LUCAS,5
236,2019,AC,ARTHUR DE,4
237,2019,AC,MARIA LUIZA,4
238,2019,AC,DAVI MIGUEL,4
239,2019,AC,LUIS MIGUEL,4
240,2019,AC,ANA CECILIA,4
241,2019,AC,ANNA CLARA,4
242,2019,AC,MARIA FERNANDA,4
243,2019,AC,AGATHA SOPHIA,4
244,2019,AC,LUIZ FERNANDO,4
245,2019,AC,SAMUEL DA,4
246,2019,AC,LARISSA MANOELA,4
247,2019,AC,HEITOR OLIVEIRA,4
248,2019,AC,ANGELO GABRIEL,3
249,2019,AC,LUCAS GABRIEL,3
250,2015,AL,MARIA CLARA,431
251,2015,AL,JOÃO MIGUEL,414
252,2015,AL,JOÃO LUCAS,378
253,2015,AL,MARIA EDUARDA,359
254,2015,AL,PEDRO HENRIQUE,257
255,2015,AL,MARIA VITÓRIA,242
256,2015,AL,JOÃO PEDRO,238
257,2015,AL,MARIA LUIZA,229
258,2015,AL,DAVI LUCAS,228
259,2015,AL,ANA CLARA,185
260,2015,AL,JOÃO GUILHERME,161
261,2015,AL,MARIA CECÍLIA,156
262,2015,AL,ANA BEATRIZ,155
263,2015,AL,MARIA JÚLIA,151
264,2015,AL,LUCAS GABRIEL,132
265,2015,AL,ANA JÚLIA,130
266,2015,AL,MARIA SOPHIA,126
267,2015,AL,PEDRO MIGUEL,116
268,2015,AL,LAURA BEATRIZ,111
269,2015,AL,CARLOS EDUARDO,109
270,2015,AL,MARIA SOFIA,102
271,2015,AL,MARIA LAURA,102
272,2015,AL,MARIA ALICE,96
273,2015,AL,JOÃO VICTOR,96
274,2015,AL,JOÃO GABRIEL,96
275,2015,AL,DAVI LUIZ,95
276,2015,AL,LUIZ GUSTAVO,94
277,2015,AL,JOSÉ MIGUEL,91
278,2015,AL,JOÃO VITOR,87
279,2015,AL,LARA SOPHIA,84
280,2015,AL,ENZO GABRIEL,82
281,2015,AL,ANA LUIZA,78
282,2015,AL,CARLOS HENRIQUE,74
283,2015,AL,CARLOS DANIEL,72
284,2015,AL,LUIZ MIGUEL,71
285,2015,AL,MARIA VALENTINA,70
286,2015,AL,ARTHUR GABRIEL,69
287,2015,AL,MARIA FERNANDA,67
288,2015,AL,ANTHONY GABRIEL,67
289,2015,AL,MARIA CECILIA,65
290,2015,AL,LAURA SOPHIA,65
291,2015,AL,ANA VITÓRIA,65
292,2015,AL,JOSÉ GABRIEL,60
293,2015,AL,JOSÉ PEDRO,59
294,2015,AL,ANA SOPHIA,57
295,2015,AL,MARIA BEATRIZ,56
296,2015,AL,JOSÉ DAVI,55
297,2015,AL,EMILLY VITÓRIA,54
298,2015,AL,PEDRO LUCAS,54
299,2015,AL,DAVI MIGUEL,54
300,2016,AL,JOÃO MIGUEL,649
301,2016,AL,MARIA CLARA,417
302,2016,AL,MARIA EDUARDA,336
303,2016,AL,PEDRO HENRIQUE,275
304,2016,AL,MARIA CECÍLIA,238
305,2016,AL,MARIA VITÓRIA,223
306,2016,AL,MARIA LUIZA,221
307,2016,AL,JOÃO PEDRO,216
308,2016,AL,MARIA JÚLIA,214
309,2016,AL,ENZO GABRIEL,210
310,2016,AL,JOÃO GUILHERME,209
311,2016,AL,JOÃO LUCAS,204
312,2016,AL,JOSÉ MIGUEL,201
313,2016,AL,DAVI LUCAS,179
314,2016,AL,MARIA SOPHIA,164
315,2016,AL,LUCAS GABRIEL,160
316,2016,AL,ANA JÚLIA,153
317,2016,AL,ANA BEATRIZ,152
318,2016,AL,JOÃO GABRIEL,147
319,2016,AL,ANA CLARA,139
320,2016,AL,MARIA ALICE,124
321,2016,AL,LUIZ MIGUEL,122
322,2016,AL,PEDRO MIGUEL,111
323,2016,AL,MARIA VALENTINA,110
324,2016,AL,CARLOS EDUARDO,108
325,2016,AL,LAURA SOPHIA,104
326,2016,AL,MARIA SOFIA,104
327,2016,AL,MARIA LAURA,101
328,2016,AL,LAURA BEATRIZ,101
329,2016,AL,ARTHUR GABRIEL,99
330,2016,AL,ANTHONY GABRIEL,90
331,2016,AL,ANA LUIZA,87
332,2016,AL,DAVI LUIZ,81
333,2016,AL,JOSÉ ARTHUR,81
334,2016,AL,LARA SOPHIA,81
335,2016,AL,ANA SOPHIA,79
336,2016,AL,MARIA CECILIA,76
337,2016,AL,JOÃO VITOR,71
338,2016,AL,ARTHUR MIGUEL,70
339,2016,AL,JOÃO VICTOR,68
340,2016,AL,ANA LAURA,64
341,2016,AL,DAVI MIGUEL,63
342,2016,AL,MARIA BEATRIZ,62
343,2016,AL,EMILLY VITÓRIA,62
344,2016,AL,JOSÉ GUILHERME,60
345,2016,AL,ANA VITÓRIA,60
346,2016,AL,MARIA LUÍSA,59
347,2016,AL,MARIA FERNANDA,58
348,2016,AL,LUIZ GUSTAVO,58
349,2016,AL,CARLOS HENRIQUE,57
350,2017,AL,JOÃO MIGUEL,415
351,2017,AL,JOÃO GUILHERME,272
352,2017,AL,MARIA CECÍLIA,256
353,2017,AL,MARIA CLARA,236
354,2017,AL,MARIA EDUARDA,224
355,2017,AL,ENZO GABRIEL,209
356,2017,AL,MARIA LUIZA,183
357,2017,AL,PEDRO HENRIQUE,174
358,2017,AL,MARIA VITÓRIA,165
359,2017,AL,MARIA JÚLIA,158
360,2017,AL,JOÃO LUCAS,154
361,2017,AL,JOÃO PEDRO,142
362,2017,AL,MARIA ALICE,136
363,2017,AL,DAVI LUCAS,125
364,2017,AL,LUCAS GABRIEL,121
365,2017,AL,MARIA VALENTINA,111
366,2017,AL,ANA BEATRIZ,108
367,2017,AL,MARIA SOPHIA,103
368,2017,AL,ANA JÚLIA,103
369,2017,AL,JOSÉ MIGUEL,102
370,2017,AL,LUIZ MIGUEL,100
371,2017,AL,ANA CLARA,99
372,2017,AL,PEDRO MIGUEL,98
373,2017,AL,JOÃO GABRIEL,87
374,2017,AL,ARTHUR MIGUEL,84
375,2017,AL,ARTHUR GABRIEL,79
376,2017,AL,MARIA LAURA,77
377,2017,AL,MARIA SOFIA,75
378,2017,AL,ANTHONY GABRIEL,73
379,2017,AL,LAURA SOPHIA,73
380,2017,AL,LAURA BEATRIZ,72
381,2017,AL,JOÃO VICTOR,71
382,2017,AL,DAVI LUCCA,69
383,2017,AL,CARLOS EDUARDO,67
384,2017,AL,JOÃO VITOR,66
385,2017,AL,LARA SOPHIA,62
386,2017,AL,MARIA HELOÍSA,61
387,2017,AL,MARIA HELENA,55
388,2017,AL,JOSÉ GABRIEL,55
389,2017,AL,MARIA BEATRIZ,55
390,2017,AL,JOSÉ ARTHUR,54
391,2017,AL,MARIA JULIA,54
392,2017,AL,MARIA LUÍSA,54
393,2017,AL,LUIZ GUSTAVO,53
394,2017,AL,ANA LUIZA,51
395,2017,AL,EMILLY VITÓRIA,48
396,2017,AL,ANA CECÍLIA,46
397,2017,AL,CARLOS DANIEL,46
398,2017,AL,JOSÉ FELIPE,46
399,2017,AL,JOSÉ GUILHERME,45
400,2018,AL,JOÃO MIGUEL,473
401,2018,AL,MARIA CECÍLIA,313
402,2018,AL,JOÃO GUILHERME,295
403,2018,AL,MARIA CLARA,289
404,2018,AL,ENZO GABRIEL,288
405,2018,AL,MARIA EDUARDA,232
406,2018,AL,PEDRO HENRIQUE,228
407,2018,AL,MARIA VITÓRIA,222
408,2018,AL,MARIA JÚLIA,188
409,2018,AL,MARIA LUIZA,187
410,2018,AL,JOÃO PEDRO,177
411,2018,AL,JOÃO LUCAS,169
412,2018,AL,MARIA VALENTINA,162
413,2018,AL,MARIA ALICE,154
414,2018,AL,LUCAS GABRIEL,148
415,2018,AL,DAVI LUCAS,137
416,2018,AL,ANA CLARA,134
417,2018,AL,ARTHUR MIGUEL,129
418,2018,AL,JOSÉ MIGUEL,124
419,2018,AL,ARTHUR GABRIEL,116
420,2018,AL,ANTHONY GABRIEL,106
421,2018,AL,ANA JÚLIA,105
422,2018,AL,JOÃO GABRIEL,105
423,2018,AL,ANA BEATRIZ,104
424,2018,AL,MARIA HELENA,103
425,2018,AL,MARIA HELOÍSA,100
426,2018,AL,LUIZ MIGUEL,97
427,2018,AL,PEDRO MIGUEL,94
428,2018,AL,MARIA LAURA,88
429,2018,AL,MARIA SOPHIA,80
430,2018,AL,JOSÉ GABRIEL,75
431,2018,AL,JOSÉ ARTHUR,75
432,2018,AL,CARLOS EDUARDO,74
433,2018,AL,MARIA ISADORA,72
434,2018,AL,LAURA SOPHIA,68
435,2018,AL,DAVI LUCCA,67
436,2018,AL,JOÃO VICTOR,66
437,2018,AL,ANA VITÓRIA,66
438,2018,AL,MARIA LUÍSA,65
439,2018,AL,MARIA LORENA,65
440,2018,AL,ANTHONY MIGUEL,64
441,2018,AL,JOÃO VITOR,63
442,2018,AL,LARA SOPHIA,62
443,2018,AL,ANA LUIZA,61
444,2018,AL,MARIA SOFIA,60
445,2018,AL,LAURA BEATRIZ,59
446,2018,AL,DAVI LUIZ,58
447,2018,AL,MARIA CECILIA,56
448,2018,AL,LUIZ OTÁVIO,56
449,2018,AL,DAVI MIGUEL,55
450,2019,AL,ENZO GABRIEL,68
451,2019,AL,MARIA CECILIA,56
452,2019,AL,JOAO MIGUEL,55
453,2019,AL,MARIA CLARA,52
454,2019,AL,MARIA JULIA,39
455,2019,AL,MARIA LUIZA,36
456,2019,AL,PEDRO HENRIQUE,32
457,2019,AL,MARIA HELENA,30
458,2019,AL,MARIA EDUARDA,29
459,2019,AL,MARIA ALICE,28
460,2019,AL,MARIA VITORIA,28
461,2019,AL,MARIA VALENTINA,27
462,2019,AL,JOAO PEDRO,27
463,2019,AL,ANA JULIA,27
464,2019,AL,DAVI LUCAS,26
465,2019,AL,JOAO GUILHERME,25
466,2019,AL,LUCAS GABRIEL,24
467,2019,AL,MARIA HELOISA,20
468,2019,AL,JOAO LUCAS,20
469,2019,AL,ANTHONY GABRIEL,20
470,2019,AL,ANA CLARA,18
471,2019,AL,LUIZ MIGUEL,17
472,2019,AL,DAVI LUCCA,14
473,2019,AL,JOAO GABRIEL,14
474,2019,AL,ARTHUR GABRIEL,13
475,2019,AL,MARIA SOPHIA,12
476,2019,AL,ANA LUIZA,12
477,2019,AL,ARTHUR MIGUEL,12
478,2019,AL,PEDRO MIGUEL,12
479,2019,AL,MARIA LUISA,11
480,2019,AL,MARIA LAURA,11
481,2019,AL,ANA BEATRIZ,10
482,2019,AL,ENZO MIGUEL,10
483,2019,AL,JOSE MIGUEL,10
484,2019,AL,LAURA BEATRIZ,10
485,2019,AL,ANA CECILIA,9
486,2019,AL,MARIA ELOA,9
487,2019,AL,CARLOS EDUARDO,9
488,2019,AL,JOAO ARTHUR,8
489,2019,AL,LUIZ OTAVIO,8
490,2019,AL,MARIA ISIS,8
491,2019,AL,LUCAS MIGUEL,8
492,2019,AL,JOSE ARTHUR,8
493,2019,AL,JOSE GUILHERME,7
494,2019,AL,JOSE DAVI,7
495,2019,AL,NICOLAS GABRIEL,7
496,2019,AL,JOAO VITOR,7
497,2019,AL,MATHEUS HENRIQUE,7
498,2019,AL,MARIA LORENA,7
499,2019,AL,DAVI LUIZ,7
500,2015,AP,MARIA EDUARDA,84
501,2015,AP,ANA CLARA,65
502,2015,AP,MARIA CLARA,60
503,2015,AP,PEDRO HENRIQUE,47
504,2015,AP,JOÃO PEDRO,37
505,2015,AP,JOÃO LUCAS,36
506,2015,AP,ANA BEATRIZ,34
507,2015,AP,ENZO GABRIEL,31
508,2015,AP,JOÃO MIGUEL,28
509,2015,AP,CARLOS EDUARDO,27
510,2015,AP,DAVI LUCAS,26
511,2015,AP,DAVI LUIZ,25
512,2015,AP,ANA JÚLIA,24
513,2015,AP,MARIA LUIZA,23
514,2015,AP,ANA LUIZA,22
515,2015,AP,JOÃO VITOR,22
516,2015,AP,JOÃO GUILHERME,20
517,2015,AP,MARIA VITÓRIA,17
518,2015,AP,ANNA CLARA,16
519,2015,AP,JOÃO VICTOR,16
520,2015,AP,ANA JULIA,15
521,2015,AP,MARIA ALICE,15
522,2015,AP,ANA SOPHIA,14
523,2015,AP,ANA VITÓRIA,14
524,2015,AP,MARIA FERNANDA,14
525,2015,AP,MARIA HELENA,14
526,2015,AP,LUIZ HENRIQUE,13
527,2015,AP,JOÃO PAULO,12
528,2015,AP,MARIA JÚLIA,12
529,2015,AP,JOÃO GABRIEL,12
530,2015,AP,MARIA CECÍLIA,10
531,2015,AP,ANA PAULA,10
532,2015,AP,CARLOS HENRIQUE,9
533,2015,AP,ANA ALICE,9
534,2015,AP,PAULO HENRIQUE,9
535,2015,AP,JOSÉ PEDRO,9
536,2015,AP,JOSÉ ARTHUR,9
537,2015,AP,MARIA VALENTINA,9
538,2015,AP,LUIZ GUILHERME,9
539,2015,AP,JOSÉ HENRIQUE,8
540,2015,AP,ANNA SOPHIA,8
541,2015,AP,MARIA VITORIA,8
542,2015,AP,ANNA BEATRIZ,8
543,2015,AP,ARTHUR HENRIQUE,8
544,2015,AP,MARCOS VINICIUS,8
545,2015,AP,ANA MARIA,8
546,2015,AP,LUIZ FERNANDO,8
547,2015,AP,ANA FLÁVIA,8
548,2015,AP,EMILLY VITÓRIA,7
549,2015,AP,MARIA SOPHIA,7
550,2016,AP,MARIA EDUARDA,74
551,2016,AP,MARIA CLARA,51
552,2016,AP,JOÃO MIGUEL,48
553,2016,AP,ENZO GABRIEL,45
554,2016,AP,ANA CLARA,40
555,2016,AP,JOÃO PEDRO,37
556,2016,AP,PEDRO HENRIQUE,33
557,2016,AP,ANA BEATRIZ,33
558,2016,AP,JOÃO GUILHERME,29
559,2016,AP,MARIA JÚLIA,28
560,2016,AP,MARIA LUIZA,25
561,2016,AP,ANA JÚLIA,24
562,2016,AP,MARIA FERNANDA,20
563,2016,AP,ANA SOPHIA,20
564,2016,AP,MARIA VITÓRIA,18
565,2016,AP,DAVI LUCAS,18
566,2016,AP,JOÃO GABRIEL,17
567,2016,AP,ANA LAURA,16
568,2016,AP,DAVI LUCCA,16
569,2016,AP,JOÃO VITOR,16
570,2016,AP,ARTHUR GABRIEL,16
571,2016,AP,ANA LUIZA,16
572,2016,AP,MARIA HELENA,15
573,2016,AP,MARIA SOPHIA,15
574,2016,AP,JOÃO LUCAS,15
575,2016,AP,JOÃO VICTOR,15
576,2016,AP,ARTHUR HENRIQUE,14
577,2016,AP,MARIA VALENTINA,13
578,2016,AP,MARIA FLOR,13
579,2016,AP,CARLOS EDUARDO,13
580,2016,AP,LUCAS GABRIEL,12
581,2016,AP,ANA VITÓRIA,12
582,2016,AP,MARIA JULIA,12
583,2016,AP,VICTOR GABRIEL,11
584,2016,AP,ANA JULIA,11
585,2016,AP,AGATHA SOPHIA,10
586,2016,AP,MARIA ALICE,10
587,2016,AP,ANA SOFIA,10
588,2016,AP,ANA PAULA,10
589,2016,AP,MARIA VITORIA,9
590,2016,AP,LARISSA MANUELA,9
591,2016,AP,LUIZ HENRIQUE,9
592,2016,AP,DAVI LUIZ,9
593,2016,AP,ANNA CLARA,9
594,2016,AP,VICTOR HUGO,9
595,2016,AP,JOSÉ GABRIEL,8
596,2016,AP,LUIZ GUILHERME,8
597,2016,AP,CARLOS HENRIQUE,8
598,2016,AP,LUIZ MIGUEL,8
599,2016,AP,ARTHUR GUILHERME,8
600,2017,AP,MARIA EDUARDA,60
601,2017,AP,MARIA CLARA,47
602,2017,AP,ENZO GABRIEL,45
603,2017,AP,JOÃO MIGUEL,45
604,2017,AP,PEDRO HENRIQUE,40
605,2017,AP,ANA CLARA,37
606,2017,AP,JOÃO GUILHERME,32
607,2017,AP,MARIA JÚLIA,30
608,2017,AP,ANA BEATRIZ,30
609,2017,AP,MARIA LUIZA,25
610,2017,AP,JOÃO LUCAS,20
611,2017,AP,ANA JÚLIA,20
612,2017,AP,LUCAS GABRIEL,19
613,2017,AP,MARIA CECÍLIA,19
614,2017,AP,DAVI LUCAS,18
615,2017,AP,MARIA ALICE,18
616,2017,AP,ANA VITÓRIA,17
617,2017,AP,ARTHUR GABRIEL,17
618,2017,AP,MARIA VALENTINA,16
619,2017,AP,MARIA VITÓRIA,15
620,2017,AP,CARLOS EDUARDO,15
621,2017,AP,ANA LAURA,14
622,2017,AP,MARIA FERNANDA,14
623,2017,AP,JOÃO VITOR,13
624,2017,AP,MARIA FLOR,12
625,2017,AP,ANA JULIA,12
626,2017,AP,DAVI LUCCA,12
627,2017,AP,JOÃO GABRIEL,12
628,2017,AP,JOÃO PEDRO,11
629,2017,AP,ARTHUR GUILHERME,10
630,2017,AP,LUIZ GUILHERME,10
631,2017,AP,ANA VITORIA,10
632,2017,AP,JOSÉ ARTHUR,10
633,2017,AP,ANA SOPHIA,10
634,2017,AP,PAULO HENRIQUE,10
635,2017,AP,MARIA HELENA,10
636,2017,AP,MARIA LAURA,9
637,2017,AP,ANNA BEATRIZ,9
638,2017,AP,ANA LUIZA,9
639,2017,AP,MARIA JULIA,9
640,2017,AP,JOÃO VICTOR,9
641,2017,AP,JOSÉ PEDRO,9
642,2017,AP,ANA LUÍZA,8
643,2017,AP,LUIZ GUSTAVO,8
644,2017,AP,ARTHUR HENRIQUE,7
645,2017,AP,ANNA JÚLIA,7
646,2017,AP,LUIZ FELIPE,7
647,2017,AP,ANA MARIA,7
648,2017,AP,CARLOS DANIEL,7
649,2017,AP,NICOLAS PIETRO,7
650,2018,AP,MARIA CLARA,64
651,2018,AP,ANA CLARA,63
652,2018,AP,ENZO GABRIEL,62
653,2018,AP,MARIA EDUARDA,60
654,2018,AP,PEDRO HENRIQUE,52
655,2018,AP,JOÃO MIGUEL,45
656,2018,AP,MARIA JÚLIA,41
657,2018,AP,JOÃO GUILHERME,34
658,2018,AP,MARIA VITÓRIA,33
659,2018,AP,ANA VITÓRIA,33
660,2018,AP,ANA BEATRIZ,30
661,2018,AP,MARIA HELENA,29
662,2018,AP,JOÃO LUCAS,28
663,2018,AP,MARIA CECÍLIA,27
664,2018,AP,MARIA LUIZA,25
665,2018,AP,ANA JÚLIA,25
666,2018,AP,JOÃO PEDRO,23
667,2018,AP,DAVI LUCAS,23
668,2018,AP,MARIA VALENTINA,23
